order_line_id,despatch_date,segment,channel,customer_type,qty,line_value_gbp
OL-26-2801483,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,41,921
OL-26-2801504,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,6,741
OL-26-2801833,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,39,706
OL-26-2802176,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,25,840
OL-26-2802183,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,37,448
OL-26-2802316,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,38,947
OL-26-2802330,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,17,684
OL-26-2802358,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,44,630
OL-26-2802421,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,43,776
OL-26-2802610,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,8,1017
OL-26-2802813,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,8,817
OL-26-2803072,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,19,850
OL-26-2803170,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,40,862
OL-26-2803352,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,45,565
OL-26-2803408,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,12,665
OL-26-2803464,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,2,485
OL-26-2803541,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,48,957
OL-26-2804052,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,8,615
OL-26-2804136,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,38,884
OL-26-2804381,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,11,869
OL-26-2804388,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,44,578
OL-26-2804437,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,35,677
OL-26-2804465,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,13,833
OL-26-2804528,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,12,597
OL-26-2804577,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,40,838
OL-26-2804829,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,45,671
OL-26-2804969,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,43,1000
OL-26-2804976,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,20,659
OL-26-2805214,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,24,799
OL-26-2805683,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,11,964
OL-26-2805823,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,15,853
OL-26-2805830,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,32,781
OL-26-2806243,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,22,831
OL-26-2806257,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,12,694
OL-26-2806544,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,36,780
OL-26-2806859,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,34,764
OL-26-2806964,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,13,587
OL-26-2807090,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,10,822
OL-26-2807125,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,23,445
OL-26-2807307,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,29,520
OL-26-2807314,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,15,880
OL-26-2807363,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,21,978
OL-26-2807384,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,17,606
OL-26-2807475,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,20,739
OL-26-2807587,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,43,812
OL-26-2807643,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,14,663
OL-26-2807699,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,9,660
OL-26-2807713,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,10,642
OL-26-2807874,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,28,794
OL-26-2807888,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,32,477
OL-26-2807895,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,15,801
OL-26-2808070,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,38,843
OL-26-2808147,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,10,976
OL-26-2808189,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,13,668
OL-26-2808217,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,28,859
OL-26-2808448,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,9,805
OL-26-2808504,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,2,625
OL-26-2808679,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,39,749
OL-26-2808826,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,28,646
OL-26-2809162,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,26,840
OL-26-2809281,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,46,842
OL-26-2809477,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,45,954
OL-26-2809701,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,20,674
OL-26-2810009,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,43,613
OL-26-2810247,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,31,564
OL-26-2810492,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,29,775
OL-26-2810709,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,16,854
OL-26-2810800,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,23,743
OL-26-2810891,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,7,848
OL-26-2811108,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,43,445
OL-26-2811234,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,26,732
OL-26-2811318,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,32,957
OL-26-2811479,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,32,468
OL-26-2811948,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,18,769
OL-26-2812417,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,17,604
OL-26-2812599,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,45,834
OL-26-2813292,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,12,911
OL-26-2813313,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,48,919
OL-26-2813327,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,17,839
OL-26-2813397,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,24,994
OL-26-2813404,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,34,999
OL-26-2813488,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,8,955
OL-26-2813621,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,35,942
OL-26-2813670,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,46,819
OL-26-2814034,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,2,1018
OL-26-2814076,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,30,961
OL-26-2814125,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,13,969
OL-26-2814202,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,39,786
OL-26-2814265,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,15,714
OL-26-2814300,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,10,642
OL-26-2814349,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,36,965
OL-26-2814461,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,24,796
OL-26-2814811,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,23,796
OL-26-2814825,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,31,753
OL-26-2814839,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,27,746
OL-26-2814930,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,6,498
OL-26-2815119,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,18,544
OL-26-2815224,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,1,865
OL-26-2815448,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,7,992
OL-26-2815455,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,9,558
OL-26-2815504,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,48,816
OL-26-2815882,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,18,553
OL-26-2816295,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,15,760
OL-26-2816316,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,14,582
OL-26-2816337,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,27,724
OL-26-2816575,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,4,600
OL-26-2817079,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,20,757
OL-26-2817107,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,35,967
OL-26-2817387,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,16,540
OL-26-2817611,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,36,726
OL-26-2817870,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,15,492
OL-26-2817975,2026-05-22,Office & Print Solutions,Contract & framework accounts,FM company,11,732
OL-26-2818038,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,14,692
OL-26-2818045,2026-05-22,Office & Print Solutions,Contract & framework accounts,SME trade,40,935
OL-26-2818122,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,34,440
OL-26-2818360,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,10,895
OL-26-2818416,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,30,446
OL-26-2818486,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,24,528
OL-26-2818514,2026-05-22,Office & Print Solutions,Contract & framework accounts,Public framework,31,526
OL-26-2818556,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,24,992
OL-26-2818843,2026-05-22,Office & Print Solutions,Contract & framework accounts,Professional services,23,655
OL-26-2819241,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,41,951
OL-26-2819304,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,6,764
OL-26-2819325,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,16,917
OL-26-2819339,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,10,636
OL-26-2819395,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,12,539
OL-26-2819528,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,29,779
OL-26-2819612,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,13,540
OL-26-2819808,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,3,601
OL-26-2820151,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,34,495
OL-26-2820256,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,33,518
OL-26-2820340,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,37,514
OL-26-2820438,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,4,687
OL-26-2820501,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,40,1011
OL-26-2820739,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,42,620
OL-26-2820942,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,48,963
OL-26-2821222,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,44,603
OL-26-2821243,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,23,767
OL-26-2821257,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,16,911
OL-26-2821334,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,7,473
OL-26-2821432,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,34,591
OL-26-2821530,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,24,708
OL-26-2821614,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,35,680
OL-26-2821698,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,37,506
OL-26-2821747,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,22,821
OL-26-2821782,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,2,729
OL-26-2822118,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,11,865
OL-26-2822293,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,42,446
OL-26-2822426,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,48,479
OL-26-2822454,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,19,819
OL-26-2822517,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,26,1029
OL-26-2822559,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,24,735
OL-26-2822587,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,14,767
OL-26-2822853,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,44,859
OL-26-2822895,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,42,475
OL-26-2823070,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,4,790
OL-26-2823161,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,3,1027
OL-26-2823196,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,1,570
OL-26-2823406,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,7,709
OL-26-2823427,2026-05-22,Office & Print Solutions,Spot & project orders,Professional services,11,909
OL-26-2823476,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,25,645
OL-26-2823483,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,2,640
OL-26-2823511,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,21,458
OL-26-2823637,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,33,441
OL-26-2823707,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,48,508
OL-26-2823784,2026-05-22,Office & Print Solutions,Spot & project orders,Public framework,39,990
OL-26-2824155,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,16,564
OL-26-2824281,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,32,704
OL-26-2824351,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,9,499
OL-26-2824547,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,18,483
OL-26-2824589,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,35,930
OL-26-2824771,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,7,866
OL-26-2824820,2026-05-22,Office & Print Solutions,Spot & project orders,FM company,14,669
OL-26-2825352,2026-05-22,Office & Print Solutions,Spot & project orders,SME trade,31,1024
OL-26-2825561,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,45,648
OL-26-2825638,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,41,897
OL-26-2825645,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,7,623
OL-26-2825673,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,26,739
OL-26-2825764,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,11,588
OL-26-2825841,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,10,564
OL-26-2826002,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,38,445
OL-26-2826135,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,35,638
OL-26-2826289,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,20,641
OL-26-2826345,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,8,579
OL-26-2826450,2026-05-22,Office & Print Solutions,Trade counter & online,SME trade,12,688
OL-26-2826800,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,25,959
OL-26-2827143,2026-05-22,Office & Print Solutions,Trade counter & online,SME trade,13,678
OL-26-2827283,2026-05-22,Office & Print Solutions,Trade counter & online,SME trade,36,664
OL-26-2827318,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,23,563
OL-26-2827423,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,30,572
OL-26-2827479,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,35,431
OL-26-2827682,2026-05-22,Office & Print Solutions,Trade counter & online,SME trade,34,1022
OL-26-2828172,2026-05-22,Office & Print Solutions,Trade counter & online,FM company,34,678
OL-26-2828214,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,20,842
OL-26-2828291,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,23,665
OL-26-2828543,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,38,562
OL-26-2828760,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,18,605
OL-26-2828844,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,30,721
OL-26-2828907,2026-05-22,Office & Print Solutions,Trade counter & online,SME trade,12,517
OL-26-2828928,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,36,656
OL-26-2829026,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,6,434
OL-26-2829271,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,30,822
OL-26-2829495,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,14,453
OL-26-2829565,2026-05-22,Office & Print Solutions,Trade counter & online,Professional services,29,596
OL-26-2829726,2026-05-22,Office & Print Solutions,Trade counter & online,Public framework,47,549
OL-26-2604502,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,18,497
OL-26-2604509,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,15,622
OL-26-2604586,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,33,581
OL-26-2604698,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,44,502
OL-26-2604768,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,24,515
OL-26-2604824,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,28,532
OL-26-2604943,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,8,775
OL-26-2604957,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,1,639
OL-26-2605216,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,10,428
OL-26-2605237,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,14,497
OL-26-2605391,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,29,578
OL-26-2605440,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,19,593
OL-26-2605755,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,29,464
OL-26-2605972,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,35,772
OL-26-2606021,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,37,709
OL-26-2606231,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,40,449
OL-26-2606406,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,25,774
OL-26-2606574,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,12,907
OL-26-2606714,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,676
OL-26-2606735,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,19,875
OL-26-2606812,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,2,890
OL-26-2606889,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,36,568
OL-26-2606987,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,6,455
OL-26-2607148,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,20,626
OL-26-2607274,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,38,760
OL-26-2607568,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,705
OL-26-2607638,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,28,970
OL-26-2607645,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,31,839
OL-26-2608205,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,11,684
OL-26-2608261,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,12,760
OL-26-2608506,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,40,766
OL-26-2608688,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,29,631
OL-26-2608702,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,31,533
OL-26-2608737,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,7,950
OL-26-2608744,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,29,911
OL-26-2608765,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,26,661
OL-26-2608982,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,47,410
OL-26-2609038,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,13,655
OL-26-2609500,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,1,931
OL-26-2609563,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,42,627
OL-26-2609591,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,46,467
OL-26-2609612,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,24,766
OL-26-2609808,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,38,840
OL-26-2609815,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,10,460
OL-26-2609850,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,25,529
OL-26-2609906,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,18,694
OL-26-2609990,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,8,727
OL-26-2610123,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,9,722
OL-26-2610326,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,9,455
OL-26-2610340,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,44,469
OL-26-2610347,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,691
OL-26-2610403,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,43,884
OL-26-2610459,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,2,764
OL-26-2610823,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,8,581
OL-26-2610900,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,33,415
OL-26-2611019,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,9,958
OL-26-2611054,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,8,411
OL-26-2611194,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,10,723
OL-26-2611222,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,26,721
OL-26-2611376,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,30,861
OL-26-2611383,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,23,454
OL-26-2611439,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,8,516
OL-26-2611684,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,34,472
OL-26-2611789,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,23,741
OL-26-2611796,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,12,879
OL-26-2611831,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,22,704
OL-26-2611992,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,28,911
OL-26-2612027,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,38,667
OL-26-2612055,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,6,671
OL-26-2612160,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,8,871
OL-26-2612314,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,15,775
OL-26-2612503,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,35,790
OL-26-2612566,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,35,543
OL-26-2612720,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,5,885
OL-26-2613266,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,5,734
OL-26-2613301,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,24,425
OL-26-2613469,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,31,871
OL-26-2613483,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,38,896
OL-26-2613567,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,684
OL-26-2613602,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,21,847
OL-26-2613609,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,25,754
OL-26-2613826,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,17,755
OL-26-2613833,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,41,563
OL-26-2613924,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,6,813
OL-26-2614057,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,20,646
OL-26-2614309,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,26,476
OL-26-2614358,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,4,568
OL-26-2614386,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,16,494
OL-26-2614463,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,45,792
OL-26-2614666,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,30,968
OL-26-2614736,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,43,960
OL-26-2614960,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,31,771
OL-26-2615261,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,17,673
OL-26-2615443,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,27,781
OL-26-2615506,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,6,849
OL-26-2615611,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,24,877
OL-26-2615646,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,9,563
OL-26-2615660,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,FM company,38,582
OL-26-2615681,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Manufacturer,26,834
OL-26-2615989,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,40,577
OL-26-2616066,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,NHS trust,15,656
OL-26-2616080,2026-05-26,Facilities & Safety Supplies,Contract & framework accounts,Public framework,45,839
